Anno,Codice Istat provincia,Provincia,Codice Istat comune,Comune,Tasso mortalita' anagrafica,Tasso natalita' anagrafica,Tasso iscrizione anagrafica,Tasso cancellazione anagrafica
2014,18,PV,18136,SAN GIORGIO DI LOMELLINA,14.2,7.13,34.7,30.3
2014,18,PV,18137,SAN MARTINO SICCOMARIO,8.76,8.93,64,61.3
2014,18,PV,18138,SANNAZZARO DE' BURGONDI,11.7,4.7,32.9,29.6
2014,18,PV,18139,SANTA CRISTINA E BISSONE,10.3,7.42,40,47.5
2014,18,PV,18140,SANTA GIULETTA,13.8,7.21,38.4,33
2014,18,PV,18141,SANT'ALESSIO CON VIALONE,1.06,10.6,49.8,40.3
2014,18,PV,18142,SANTA MARGHERITA DI STAFFORA,24.9,4.16,27,37.4
2014,18,PV,18143,SANTA MARIA DELLA VERSA,14.2,7.72,27.6,33.7
2014,18,PV,18144,SANT'ANGELO LOMELLINA,9.68,9.68,31.4,46
2014,18,PV,18145,SAN ZENONE AL PO,24.7,6.6,66,67.6
2014,18,PV,18146,SARTIRANA LOMELLINA,21.8,4.73,31.3,44.9
2014,18,PV,18147,SCALDASOLE,8.29,5.18,25.9,35.2
2014,18,PV,18148,SEMIANA,16.9,4.23,29.6,50.8
2014,18,PV,18149,SILVANO PIETRA,16.2,4.44,44.4,41.4
2014,18,PV,18150,SIZIANO,8.77,8.26,32.2,28
2014,18,PV,18151,SOMMO,8.78,7.02,39.5,31.6
2014,18,PV,18152,SPESSA,13,11.4,89.7,76.7
2014,18,PV,18153,STRADELLA,11.9,8.58,41.5,36.6
2014,18,PV,18154,SUARDI,12.7,3.19,35.1,46.3
2010,12,VA,12001,AGRA,9.79,12.2,44,48.9
2010,12,VA,12002,ALBIZZATE,10.3,8.8,51.8,33
2010,12,VA,12003,ANGERA,10.5,7.39,47.8,39.9
2010,12,VA,12004,ARCISATE,8.93,10.4,39.5,35.2
2010,12,VA,12005,ARSAGO SEPRIO,6.98,7.39,41,34.3
2010,12,VA,12006,AZZATE,8.23,11.1,52.7,45.1
2010,12,VA,12007,AZZIO,7.43,11.1,32.1,35.8
2010,12,VA,12008,BARASSO,12.5,4,53.1,42.3
2010,12,VA,12009,BARDELLO,9.04,10.3,49.6,38.7
2010,12,VA,12010,BEDERO VALCUVIA,12.5,7.82,48.4,32.8
2010,12,VA,12011,BESANO,10.1,9.33,55.6,38.4
2010,12,VA,12012,BESNATE,9.99,9.43,36.8,24.7
2010,12,VA,12013,BESOZZO,8.96,7.76,43,33.7
2010,12,VA,12014,BIANDRONNO,11,11,43.1,37
2010,12,VA,12015,BISUSCHIO,7.04,9.62,48.1,35.4
2010,12,VA,12016,BODIO LOMNAGO,12.3,9.97,52.6,40.8
2010,12,VA,12017,BREBBIA,6.85,6.85,50,47.3
2010,12,VA,12018,BREGANO,3.67,14.7,96.7,45.3
2010,12,VA,12019,BRENTA,10,10,57.4,36.8
2010,12,VA,12020,BREZZO DI BEDERO,12.7,14.4,52.8,34.9
2010,12,VA,12021,BRINZIO,4.54,4.54,32.9,34
2010,12,VA,12022,BRISSAGO-VALTRAVAGLIA,8.04,12,53.8,44.1
2010,12,VA,12023,BRUNELLO,4.78,6.69,27.7,39.2
2010,12,VA,12024,BRUSIMPIANO,8.65,9.52,79.6,50.1
2010,12,VA,12025,BUGUGGIATE,12.7,7.34,42.1,43.4
2010,12,VA,12026,BUSTO ARSIZIO,10,9.41,24.5,23.4
2010,12,VA,12027,CADEGLIANO-VICONAGO,23.6,9.14,82.8,57
2010,12,VA,12028,CADREZZATE,9.57,10.7,46.1,44.4
2010,12,VA,12029,CAIRATE,6.74,9.54,35.4,31.8
2010,12,VA,12030,CANTELLO,12.4,9.36,45.9,41.1
2010,12,VA,12031,CARAVATE,8.34,9.86,29.2,34.1
2010,12,VA,12032,CARDANO AL CAMPO,6.7,11.9,42,36.9
2010,12,VA,12033,CARNAGO,5.92,10.4,38.4,28.5
2010,12,VA,12034,CARONNO PERTUSELLA,7.34,13.3,64.7,30.6
2010,12,VA,12035,CARONNO VARESINO,8.91,11.3,36,37.2
2010,12,VA,12036,CASALE LITTA,4.88,6.76,36.4,29.3
2010,12,VA,12037,CASALZUIGNO,11.7,10.2,45.3,54.1
2010,12,VA,12038,CASCIAGO,7.68,5.12,38.4,30.4
2010,12,VA,12039,CASORATE SEMPIONE,9.41,11.5,35.3,34.5
2010,12,VA,12040,CASSANO MAGNAGO,8.47,8.93,33.3,24.1
2010,12,VA,12041,CASSANO VALCUVIA,10.5,4.51,21,21
2010,12,VA,12042,CASTELLANZA,9.66,7.23,39.6,35.4
2010,12,VA,12043,CASTELLO CABIAGLIO,7.33,5.49,42.1,32.9
2010,12,VA,12044,CASTELSEPRIO,8.53,6.2,32.5,20.9
2010,12,VA,12045,CASTELVECCANA,10.2,10.2,31.3,42.5
2010,12,VA,12046,CASTIGLIONE OLONA,8.12,9.9,37.5,32.6
2010,12,VA,12047,CASTRONNO,7.29,11.7,36.4,37
2010,13,CO,13070,CIVENNA,15.3,11.1,57.1,45.9
2010,12,VA,12048,CAVARIA CON PREMEZZO,6.72,13,52.7,35.5
2010,12,VA,12049,CAZZAGO BRABBIA,7.29,12.1,44.9,58.2
2010,12,VA,12050,CISLAGO,7.9,9.9,41.5,30.1
2010,12,VA,12051,CITTIGLIO,12,8.27,51.4,35.8
2010,12,VA,12052,CLIVIO,4.61,6.65,27.6,39.4
2010,12,VA,12053,COCQUIO-TREVISAGO,9.83,7.95,51.6,36.3
2010,12,VA,12054,COMABBIO,5.97,12.7,41.7,35.7
2010,12,VA,12055,COMERIO,9.79,9.04,61.3,51.2
2010,12,VA,12056,CREMENAGA,8.7,9.94,59.6,69.6
2010,12,VA,12057,CROSIO DELLA VALLE,13.2,19.8,56.2,19.8
2010,12,VA,12058,CUASSO AL MONTE,9.77,10.6,54.4,49.4
2010,12,VA,12059,CUGLIATE-FABIASCO,10.3,9.69,51.3,41.6
2010,12,VA,12060,CUNARDO,8.93,11.6,59,43.2
2010,12,VA,12061,CURIGLIA CON MONTEVIASCO,5.25,0,5.25,15.7
2010,12,VA,12062,CUVEGLIO,8.14,12.5,44.4,46.5
2010,12,VA,12063,CUVIO,8.32,9.51,49.9,45.1
2010,12,VA,12064,DAVERIO,5.23,8.18,41.2,34.3
2010,12,VA,12065,DUMENZA,11.6,4.79,48.6,37.6
2010,12,VA,12066,DUNO,0,18.6,112,112
2010,12,VA,12067,FAGNANO OLONA,7.23,10.1,41.8,25.6
2010,12,VA,12068,FERNO,9,10.3,34.9,39.6
2010,12,VA,12069,FERRERA DI VARESE,5.79,8.69,53.5,40.5
2010,12,VA,12070,GALLARATE,9.71,10.5,45.8,36.3
2010,12,VA,12071,GALLIATE LOMBARDO,3.07,14.3,52.1,31.7
2010,12,VA,12072,GAVIRATE,11.6,9.7,37.3,43.7
2010,12,VA,12073,GAZZADA SCHIANNO,7.95,9.03,49.8,38.6
2010,12,VA,12074,GEMONIO,4.85,10,52.6,44.6
2010,12,VA,12075,GERENZANO,8.55,11,50,32.2
2010,12,VA,12076,GERMIGNAGA,7.42,8.22,68.1,49.5
2010,12,VA,12077,GOLASECCA,11.6,7.87,61.8,38.2
2010,12,VA,12078,GORLA MAGGIORE,5.88,8.82,26,30.5
2010,12,VA,12079,GORLA MINORE,8.38,11.5,40.9,34
2010,12,VA,12080,GORNATE-OLONA,5.43,5.43,47.9,28.5
2010,12,VA,12081,GRANTOLA,12.3,17.7,40,61.5
2010,12,VA,12082,INARZO,7.44,7.44,40.9,14.8
2010,12,VA,12083,INDUNO OLONA,7.97,9.51,45.3,34.2
2010,12,VA,12084,ISPRA,11.5,8.07,70.6,54.9
2010,12,VA,12085,JERAGO CON ORAGO,8.24,8.63,42.7,33.5
2010,12,VA,12086,LAVENA PONTE TRESA,8.91,8.55,52.5,48.3
2010,12,VA,12087,LAVENO-MOMBELLO,14.6,6.17,37.7,34.2
2010,12,VA,12088,LEGGIUNO,6.76,10.1,49.5,34.3
2010,12,VA,12089,LONATE CEPPINO,7.17,11.8,42.6,36
2010,12,VA,12090,LONATE POZZOLO,6.81,11.3,32.1,32.4
2010,12,VA,12091,LOZZA,11.2,10.4,29.7,40.9
2010,12,VA,12092,LUINO,10.9,8.48,45.8,31.1
2010,12,VA,12093,LUVINATE,4.52,9.8,66.3,60.3
2010,12,VA,12094,MACCAGNO,8.82,8.33,32.3,32.3
2010,12,VA,12095,MALGESSO,7.65,7.65,51.2,32.8
2010,12,VA,12096,MALNATE,8.69,10.6,34.7,28.2
2010,12,VA,12097,MARCHIROLO,9.37,11.1,57.1,54.1
2010,12,VA,12098,MARNATE,7.44,11.2,46.7,27
2010,12,VA,12099,MARZIO,9.79,9.79,42.4,32.6
2010,12,VA,12100,MASCIAGO PRIMO,6.93,10.4,45,45
2010,12,VA,12101,MERCALLO,10.4,4.95,34.1,30.2
2010,12,VA,12102,MESENZANA,6.18,9.61,75.5,56.3
2010,12,VA,12103,MONTEGRINO VALTRAVAGLIA,9.9,9.2,50.9,46.6
2010,12,VA,12104,MONVALLE,9.1,10.6,59.6,47
2010,12,VA,12105,MORAZZONE,7.31,7.77,34.4,36
2010,12,VA,12106,MORNAGO,7.42,9.27,38.9,32.7
2010,12,VA,12107,OGGIONA CON SANTO STEFANO,8.31,9.93,44.7,47.5
2010,12,VA,12108,OLGIATE OLONA,7.74,9.38,39.9,26.5
2010,12,VA,12109,ORIGGIO,8.32,10.7,38.7,23.4
2010,12,VA,12110,ORINO,8.15,5.82,57,37.2
2010,12,VA,12111,OSMATE,1.33,25.3,54.5,43.9
2010,12,VA,12112,PINO SULLA SPONDA DEL LAGO MAG,8.77,0,57,83.3
2010,12,VA,12113,PORTO CERESIO,9.12,9.78,58.3,55
2010,12,VA,12114,PORTO VALTRAVAGLIA,11.1,6.17,46.9,33.7
2010,12,VA,12115,RANCIO VALCUVIA,9.51,11.6,49.6,64.4
2010,12,VA,12116,RANCO,9.49,10.9,45.9,46.7
2010,12,VA,12117,SALTRIO,7.2,7.85,36.9,34.6
2010,12,VA,12118,SAMARATE,8.34,9.38,33.9,28.9
2010,12,VA,12119,SARONNO,10.7,8.78,40.7,28.2
2010,12,VA,12120,SESTO CALENDE,10.5,9.7,40.6,38.7
2010,12,VA,12121,SOLBIATE ARNO,8.55,10.4,44.8,32.8
2010,12,VA,12122,SOLBIATE OLONA,9.98,8.38,46.5,39.2
2010,12,VA,12123,SOMMA LOMBARDO,11,10.6,45.9,33.3
2010,12,VA,12124,SUMIRAGO,7.84,8.8,30.7,24.1
2010,12,VA,12125,TAINO,9.52,12.9,46.5,41.2
2010,12,VA,12126,TERNATE,15,7.71,40.5,31.2
2010,12,VA,12127,TRADATE,10,10.1,36.4,26.6
2010,12,VA,12128,TRAVEDONA-MONATE,10.2,9.46,44.7,39
2010,12,VA,12129,TRONZANO LAGO MAGGIORE,0,0,26.5,41.6
2010,12,VA,12130,UBOLDO,7.98,10.2,39.6,26
2010,12,VA,12131,VALGANNA,9.3,14.8,62.6,57.6
2010,12,VA,12132,VARANO BORGHI,8.94,9.37,66,36.6
2010,12,VA,12133,VARESE,10.5,8.13,37.3,37.4
2010,12,VA,12134,VEDANO OLONA,8.14,6.92,34.8,34
2010,12,VA,12135,VEDDASCA,35.2,3.53,42.3,56.4
2010,12,VA,12136,VENEGONO INFERIORE,8.32,8.95,29.8,29.6
2010,12,VA,12137,VENEGONO SUPERIORE,7.14,9.94,48.9,40.5
2010,12,VA,12138,VERGIATE,10.1,8.01,37.9,29.9
2010,12,VA,12139,VIGGIU',12.9,8.96,41.9,37.1
2010,12,VA,12140,VIZZOLA TICINO,5.15,13.7,63.5,58.4
2010,12,VA,12141,SANGIANO,7.35,12.6,59.4,52
2010,13,CO,13003,ALBAVILLA,10.7,8.33,43.4,30.6
2010,13,CO,13004,ALBESE CON CASSANO,13.6,7.79,53.3,32.1
2010,13,CO,13005,ALBIOLO,7.9,10.1,51.5,31.9
2010,13,CO,13006,ALSERIO,4.19,5.02,31.8,31.8
2010,13,CO,13007,ALZATE BRIANZA,6.67,11.1,26.6,29
2010,13,CO,13009,ANZANO DEL PARCO,7.47,11.4,44.8,27
2010,13,CO,13010,APPIANO GENTILE,13.2,9.54,53.1,30.7
2010,13,CO,13011,ARGEGNO,5.78,11.5,27.4,31.7
2010,13,CO,13012,AROSIO,9.96,10.5,45.3,27.4
2010,13,CO,13013,ASSO,9.82,9.28,37.3,36.5
2010,13,CO,13015,BARNI,4.81,12.8,52.8,48
2010,13,CO,13019,BELLAGIO,14.6,10.7,33.9,21.5
2010,13,CO,13021,BENE LARIO,10.9,16.4,24.7,24.7
2010,13,CO,13022,BEREGAZZO CON FIGLIARO,7.02,11.7,57.3,41.3
2010,13,CO,13023,BINAGO,4.98,11.2,48.8,35.5
2010,13,CO,13024,BIZZARONE,5.19,13.6,39.5,49.2
2010,13,CO,13025,BLESSAGNO,21.2,17.7,67.2,53.1
2010,13,CO,13026,BLEVIO,10.2,4.72,42.5,40.1
2010,13,CO,13028,BREGNANO,7.36,11.9,37.2,29.6
2010,13,CO,13029,BRENNA,9.11,11.1,27.3,18.2
2010,13,CO,13030,BRIENNO,16.6,2.38,59.4,47.5
2010,13,CO,13032,BRUNATE,7.27,8.39,52.6,33.5
2010,13,CO,13034,BULGAROGRASSO,3.6,13.9,43.2,35
2010,13,CO,13035,CABIATE,6.92,7.74,35.1,28.6
2010,13,CO,13036,CADORAGO,9.11,10.8,55.6,37.9
2010,13,CO,13037,CAGLIO,17.9,4.48,42.5,22.4
2010,13,CO,13038,CAGNO,8.31,10.2,30.8,23.9
2010,13,CO,13040,CAMPIONE D'ITALIA,14,9.86,53,56.8
2010,13,CO,13041,CANTU',8.74,10.2,35.4,22.6
2010,13,CO,13042,CANZO,10.6,7.36,40.8,45.5
2010,13,CO,13043,CAPIAGO INTIMIANO,8.33,9.42,34.6,31.8
2010,13,CO,13044,CARATE URIO,15.5,8.17,32.6,37.6
2010,13,CO,13045,CARBONATE,7.19,8.21,34.5,36.6
2010,13,CO,13046,CARIMATE,8.37,10.7,42.3,35.3
2010,13,CO,13047,CARLAZZO,10.1,10.7,29,28.6
2010,13,CO,13048,CARUGO,4.81,8.97,36.5,34.1
2010,13,CO,13050,CASASCO D'INTELVI,25.7,16.4,75,35.1
2010,13,CO,13052,CASLINO D'ERBA,10.9,12,23.5,44.8
2010,13,CO,13053,CASNATE CON BERNATE,7.11,11.9,29.6,28.8
2010,13,CO,13055,CASSINA RIZZARDI,6.57,15,59.1,49.7
2010,13,CO,13058,CASTELMARTE,8.46,6.93,41.5,34.6
2010,13,CO,13059,CASTELNUOVO BOZZENTE,8.13,9.3,36,29
2010,13,CO,13060,CASTIGLIONE D'INTELVI,4.93,13.8,57.2,32.5
2010,13,CO,13061,CAVALLASCA,6.44,7.45,48.7,36.5
2010,13,CO,13062,CAVARGNA,15.6,3.92,11.7,54.9
2010,13,CO,13063,CERANO D'INTELVI,10.8,7.21,36,50.4
2010,13,CO,13064,CERMENATE,7.18,9.72,40.1,32.2
2010,13,CO,13065,CERNOBBIO,10.5,6.48,43.5,49.7
2010,13,CO,13068,CIRIMIDO,7.93,11.2,62,45.2
2010,13,CO,13071,CLAINO CON OSTENO,7.21,18,21.6,36
2010,13,CO,13074,COLONNO,11,9.22,53.4,64.5
2010,13,CO,13075,COMO,10.3,8.36,41.4,34.1
2010,13,CO,13076,CONSIGLIO DI RUMO,14.1,8.34,32.5,22.5
2010,13,CO,13077,CORRIDO,12.1,9.74,26.8,19.4
2010,13,CO,13083,CREMIA,22.2,2.78,36.1,20.8
2010,13,CO,13084,CUCCIAGO,4.94,9.3,40.9,26.7
2010,13,CO,13085,CUSINO,12.1,12.1,36.4,52.6
2010,13,CO,13087,DIZZASCO,25.7,5.14,39.4,37.7
2010,13,CO,13089,DOMASO,12.8,6.1,27.8,37.9
2010,13,CO,13090,DONGO,12,10.3,27.2,22.6
2010,13,CO,13092,DOSSO DEL LIRO,18.1,10.9,7.27,0
2010,13,CO,13093,DREZZO,7.5,14.1,58.3,35.8
2010,13,CO,13095,ERBA,11.6,7.89,38.5,37.7
2010,13,CO,13097,EUPILIO,6.48,12.2,32.4,37.4
2010,13,CO,13098,FAGGETO LARIO,11.9,10.3,31.7,42.8
2010,13,CO,13099,FALOPPIO,8.93,8.93,58.8,35.9
2010,13,CO,13100,FENEGRO',7.7,13.1,47.8,39.1
2010,13,CO,13101,FIGINO SERENZA,8.25,9.98,39.5,29.3
2010,13,CO,13102,FINO MORNASCO,8.47,10.4,46.8,38
2010,13,CO,13106,GARZENO,13.7,8,6.86,29.7
2010,13,CO,13107,GERA LARIO,4.16,14.5,40.5,36.3
2010,13,CO,13108,GERMASINO,16.4,12.3,16.4,0
2010,13,CO,13109,GIRONICO,4.41,10.5,34.4,32.6
2010,13,CO,13110,GRANDATE,7.88,6.86,33.9,30.5
2010,13,CO,13111,GRANDOLA ED UNITI,5.91,14,28.7,31.7
2010,13,CO,13112,GRAVEDONA,12.9,10,29,31.9
2010,13,CO,13113,GRIANTE,7.77,3.11,24.8,43.5
2010,13,CO,13114,GUANZATE,6.87,8.8,53.5,41.5
2010,13,CO,13118,INVERIGO,6.95,8.75,43.5,30.7
2010,13,CO,13119,LAGLIO,7.36,7.36,55.7,43.1
2010,13,CO,13120,LAINO,7.61,15.2,38,51.3
2010,13,CO,13121,LAMBRUGO,7.42,12.7,44.1,32.5
2010,13,CO,13122,LANZO D'INTELVI,8.32,13.1,62.3,54
2010,13,CO,13123,LASNIGO,10.9,10.9,26.1,28.3
2010,13,CO,13125,LENNO,5.42,7.59,42.8,28.2
2010,13,CO,13126,LEZZENO,6.34,9.27,27.3,26.8
2010,13,CO,13128,LIMIDO COMASCO,5.46,19.1,71.4,48.5
2010,13,CO,13129,LIPOMO,8.21,8.72,43.2,38.8
2010,13,CO,13130,LIVO,14.9,4.99,29.9,44.8
2010,13,CO,13131,LOCATE VARESINO,9,11.3,35.5,26
2010,13,CO,13133,LOMAZZO,7.79,10.7,53,41.3
2010,13,CO,13134,LONGONE AL SEGRINO,5.6,11.2,44.7,47
2010,13,CO,13135,LUISAGO,8.18,8.55,46.8,37.5
2010,13,CO,13136,LURAGO D'ERBA,6.59,11.3,43.1,31.8
2010,13,CO,13137,LURAGO MARINONE,8.2,9.02,49.6,30.3
2010,13,CO,13138,LURATE CACCIVIO,9.43,9.92,33.9,33.5
2010,13,CO,13139,MAGREGLIO,10.5,12,49.7,42.2
2010,13,CO,13143,MARIANO COMENSE,7.32,10.1,36.1,28.8
2010,13,CO,13144,MASLIANICO,13.6,7.99,53.5,43.5
2010,13,CO,13145,MENAGGIO,12.2,7.36,40.4,29.4
2010,13,CO,13147,MERONE,9.65,10.8,39.3,50.1
2010,13,CO,13148,MEZZEGRA,5.76,2.88,47,41.2
2010,13,CO,13152,MOLTRASIO,11.1,8.19,40.3,35.7
2010,13,CO,13153,MONGUZZO,8.23,8.23,50.7,32.9
2010,13,CO,13154,MONTANO LUCINO,5.95,9.99,54,35.9
2010,13,CO,13155,MONTEMEZZO,11.5,0,30.8,7.71
2010,13,CO,13157,MONTORFANO,8.91,8.17,31.9,29.7
2010,13,CO,13159,MOZZATE,6.4,12.6,41.8,28.6
2010,13,CO,13160,MUSSO,15.7,6.91,27.6,10.8
2010,13,CO,13161,NESSO,14.7,5.44,29.5,42.7
2010,13,CO,13163,NOVEDRATE,8.89,9.92,35.2,30.4
2010,13,CO,13165,OLGIATE COMASCO,8.75,8.93,43.2,34.9
2010,13,CO,13169,OLTRONA DI SAN MAMETTE,7.02,10.9,37.2,30.2
2010,13,CO,13170,ORSENIGO,7.63,9.08,29.4,27.9
2010,13,CO,13172,OSSUCCIO,5.93,3.95,22.7,29.6
2010,13,CO,13175,PARE',11.9,6.8,38.5,35.1
2010,13,CO,13178,PEGLIO,20,10,35,30
2010,13,CO,13179,PELLIO INTELVI,10.5,13.4,60.4,42.2
2010,13,CO,13183,PIANELLO DEL LARIO,15.2,5.73,37.2,23.8
2010,13,CO,13184,PIGRA,18.4,7.37,29.4,29.4
2010,13,CO,13185,PLESIO,8.17,5.84,21,26.8
2010,13,CO,13186,POGNANA LARIO,13.7,5,23.7,33.7
2010,13,CO,13187,PONNA,14.8,11.1,18.5,40.8
2010,13,CO,13188,PONTE LAMBRO,10.2,11.6,46,42
2010,13,CO,13189,PORLEZZA,9.32,9.97,42.9,29.4
2010,13,CO,13192,PROSERPIO,6.63,3.31,39.7,22
2010,13,CO,13193,PUSIANO,7.57,7.57,35.5,26.5
2010,13,CO,13194,RAMPONIO VERNA,14.6,9.73,29.2,29.2
2010,13,CO,13195,REZZAGO,9.33,15.5,46.6,80.8
2010,13,CO,13197,RODERO,10.8,8.32,52.4,49.9
2010,13,CO,13199,RONAGO,9.65,11.3,34.6,28.9
2010,13,CO,13201,ROVELLASCA,9.27,14.5,43.1,33.3
2010,13,CO,13202,ROVELLO PORRO,10.5,9.7,43.5,36.1
2010,13,CO,13203,SALA COMACINA,60.1,8.35,88.5,38.4
2010,13,CO,13204,SAN BARTOLOMEO VAL CAVARGNA,12.3,9.51,10.4,12.3
2010,13,CO,13205,SAN FEDELE INTELVI,13,9.08,71.4,49.9
2010,13,CO,13206,SAN FERMO DELLA BATTAGLIA,9.65,6.06,50.7,31.8
2010,13,CO,13207,SAN NAZZARO VAL CAVARGNA,20,5.71,17.1,14.2
2010,13,CO,13211,SCHIGNANO,13,8.71,15.2,20.6
2010,13,CO,13212,SENNA COMASCO,2.5,9.36,27.7,31.2
2010,13,CO,13215,SOLBIATE,10.9,11.3,40.2,39
2010,13,CO,13216,SORICO,12,11.2,44.2,24.1
2010,13,CO,13217,SORMANO,10.1,2.9,34.7,52.1
2010,13,CO,13218,STAZZONA,4.66,6.22,24.8,15.5
2010,13,CO,13222,TAVERNERIO,7.27,9.87,47.9,33.9
2010,13,CO,13223,TORNO,13.2,6.6,36.3,25.5
2010,13,CO,13225,TREMEZZO,10.9,6.28,21.9,39.2
2010,13,CO,13226,TREZZONE,8.4,8.4,21,12.6
2010,13,CO,13227,TURATE,8,10.3,38,36.4
2010,13,CO,13228,UGGIATE-TREVANO,7.3,8.9,49.9,28.9
2010,13,CO,13229,VALBRONA,12.4,9.15,40.2,32.5
2010,13,CO,13232,VALMOREA,4.84,7.81,33.1,37.2
2010,13,CO,13233,VAL REZZO,5.48,5.48,5.48,10.9
2010,13,CO,13234,VALSOLDA,7.36,8.59,35.5,26.3
2010,13,CO,13236,VELESO,10.7,0,61,53.8
2010,13,CO,13238,VENIANO,5.27,14.7,38.2,39
2010,13,CO,13239,VERCANA,10.5,3.97,10.5,10.5
2010,13,CO,13242,VERTEMATE CON MINOPRIO,6.47,6.71,34.5,32.8
2010,13,CO,13245,VILLA GUARDIA,6.78,12.5,49.9,32.4
2010,13,CO,13246,ZELBIO,27.6,9.22,46,18.4
2010,14,SO,14001,ALBAREDO PER SAN MARCO,14.1,5.66,28.2,39.6
2010,14,SO,14002,ALBOSAGGIA,10.7,8.21,28.4,24.9
2010,14,SO,14003,ANDALO VALTELLINO,0,5.43,34.4,47.1
2010,14,SO,14004,APRICA,11.1,6.8,24.7,25.9
2010,14,SO,14005,ARDENNO,13.9,7.87,26,21.7
2010,14,SO,14006,BEMA,15,0,22.5,22.5
2010,14,SO,14007,BERBENNO DI VALTELLINA,8.46,8.01,31.7,33.6
2010,14,SO,14008,BIANZONE,12.5,8.6,26.5,23.4
2010,14,SO,14009,BORMIO,10.7,7.82,22.7,23.7
2010,14,SO,14010,BUGLIO IN MONTE,8.12,15.2,18.6,15.2
2010,14,SO,14011,CAIOLO,13.7,2.94,29.3,27.4
2010,14,SO,14012,CAMPODOLCINO,11.4,6.66,22.8,29.5
2010,14,SO,14013,CASPOGGIO,11.1,3.94,9.86,14.4
2010,14,SO,14014,CASTELLO DELL'ACQUA,14.5,7.28,24.7,45.1
2010,14,SO,14015,CASTIONE ANDEVENNO,14,9.61,17.9,22.4
2010,14,SO,14016,CEDRASCO,8.53,8.53,31.9,23.4
2010,14,SO,14017,CERCINO,15.8,9.27,42.3,30.4
2010,14,SO,14018,CHIAVENNA,10,8.18,32.5,24.1
2010,14,SO,14019,CHIESA IN VALMALENCO,10.5,6.81,14.7,24.2
2010,14,SO,14020,CHIURO,9.42,9.81,31.3,28.6
2010,14,SO,14021,CINO,2.66,10.6,23.9,15.9
2010,14,SO,14022,CIVO,9.19,10.1,35.8,28.4
2010,14,SO,14023,COLORINA,8.05,9.39,21.4,31.5
2010,14,SO,14024,COSIO VALTELLINO,7.55,9.39,29.2,30.9
2010,14,SO,14025,DAZIO,6.92,4.61,53,29.9
2010,14,SO,14026,DELEBIO,10.9,13.4,36.9,26.3
2010,14,SO,14027,DUBINO,12.5,11.6,42.8,25.8
2010,14,SO,14028,FAEDO VALTELLINO,12.6,9.02,23.4,7.21
2010,14,SO,14029,FORCOLA,14.2,8.31,21.3,15.4
2010,14,SO,14030,FUSINE,6.31,6.31,23.6,25.2
2010,14,SO,14031,GEROLA ALTA,29.4,9.83,14.7,58.9
2010,14,SO,14032,GORDONA,8.74,12,24,16.3
2010,14,SO,14033,GROSIO,11.5,6,10.9,18
2010,14,SO,14034,GROSOTTO,7.36,10.4,23.3,22
2010,14,SO,14035,MADESIMO,10.6,17.6,28.2,33.6
2010,14,SO,14036,LANZADA,7.87,5.72,20.7,17.1
2010,14,SO,14037,LIVIGNO,4.71,17.1,25.8,24.5
2010,14,SO,14038,LOVERO,12,10.5,40.6,21
2010,14,SO,14039,MANTELLO,13.2,10.6,41.1,33.2
2010,14,SO,14040,MAZZO DI VALTELLINA,7.56,4.72,28.3,20.7
2010,14,SO,14041,MELLO,10,13.9,17.9,30.9
2010,14,SO,14042,MENAROLA,22.4,0,112,22.4
2010,14,SO,14043,MESE,10.9,4.61,39.1,27.6
2010,14,SO,14044,MONTAGNA IN VALTELLINA,7.91,9.56,44.1,28.6
2010,14,SO,14045,MORBEGNO,10.1,7.63,33.6,28.4
2010,14,SO,14046,NOVATE MEZZOLA,7.03,8.65,41,28.1
2010,14,SO,14047,PEDESINA,0,0,29.8,0
2010,14,SO,14048,PIANTEDO,4.62,8.46,33.8,33.8
2010,14,SO,14049,PIATEDA,9.43,13.2,26.1,24.4
2010,14,SO,14050,PIURO,8.1,5.06,21.7,18.2
2010,14,SO,14051,POGGIRIDENTI,9.5,9.5,37.9,22.6
2010,14,SO,14052,PONTE IN VALTELLINA,8.22,10.8,31.5,20.7
2010,14,SO,14053,POSTALESIO,9.16,7.63,44.2,21.3
2010,14,SO,14054,PRATA CAMPORTACCIO,10.7,9.34,31.4,22.1
2010,14,SO,14055,RASURA,10.1,10.1,23.6,20.2
2010,14,SO,14056,ROGOLO,3.48,13.9,17.4,57.4
2010,14,SO,14057,SAMOLACO,9.59,10.2,17.4,22.2
2010,14,SO,14058,SAN GIACOMO FILIPPO,23.7,7.12,26.1,40.3
2010,14,SO,14059,SERNIO,8.01,8.01,58,44
2010,14,SO,14060,SONDALO,9.79,7.46,16,18.4
2010,14,SO,14061,SONDRIO,10.9,7.96,35.3,30.7
2010,14,SO,14062,SPRIANA,9.71,19.4,48.5,19.4
2010,14,SO,14063,TALAMONA,7.79,10.7,18.1,13.6
2010,14,SO,14064,TARTANO,20.2,5.06,10.1,30.3
2010,14,SO,14065,TEGLIO,10.9,10.2,24.5,23
2010,14,SO,14066,TIRANO,7.9,8.11,27.7,28.9
2010,14,SO,14067,TORRE DI SANTA MARIA,13,5.93,15.4,17.7
2010,14,SO,14068,TOVO DI SANT'AGATA,3.2,8.01,33.6,20.8
2010,14,SO,14069,TRAONA,4.37,6.76,42.9,31
2010,14,SO,14070,TRESIVIO,6.94,7.93,38.1,31.7
